"review_id","order_id","review_score","review_comment_title","review_comment_message","review_creation_date","review_answer_timestamp"
"7bc2406110b926393aa56f80a40eba40","73fc7af87114b39712e6da79b0a377eb",4,,,2018-01-18 00:00:00,2018-01-18 21:46:59
"80e641a11e56f04c1ad469d5645fdfde","a548910a1c6147796b98fdf73dbeba33",5,,,2018-03-10 00:00:00,2018-03-11 03:05:13
"228ce5500dc1d8e020d8d1322874b6f0","f9e4b658b201a9f2ecdecbb34bed034b",5,,,2018-02-17 00:00:00,2018-02-18 14:36:24
"e64fb393e7b32834bb789ff8bb30750e","658677c97b385a9be170737859d3511b",5,,Recebi bem antes do prazo estipulado.,2017-04-21 00:00:00,2017-04-21 22:02:06
"f7c4243c7fe1938f181bec41a392bdeb","8e6bfb81e283fa7e4f11123a3fb894f1",5,,Parabéns lojas lannister adorei comprar pela Internet seguro e prático Parabéns a todos feliz Páscoa,2018-03-01 00:00:00,2018-03-02 10:26:53
"15197aa66ff4d0650b5434f1b46cda19","b18dcdf73be66366873cd26c5724d1dc",1,,,2018-04-13 00:00:00,2018-04-16 00:39:37
"07f9bee5d1b850860defd761afa7ff16","e48aa0d2dcec3a2e87348811bcfdf22b",5,,,2017-07-16 00:00:00,2017-07-18 19:30:34
"7c6400515c67679fbee952a7525281ef","c31a859e34e3adac22f376954e19b39d",5,,,2018-08-14 00:00:00,2018-08-14 21:36:06
"a3f6f7f6f433de0aefbb97da197c554c","9c214ac970e84273583ab523dfafd09b",5,,,2017-05-17 00:00:00,2017-05-18 12:05:37
"8670d52e15e00043ae7de4c01cc2fe06","b9bf720beb4ab3728760088589c62129",4,recomendo,aparelho eficiente. no site a marca do aparelho esta impresso como 3desinfector e ao chegar esta com outro nome...atualizar com a marca correta uma vez que é o mesmo aparelho,2018-05-22 00:00:00,2018-05-23 16:45:47
"c9cfd2d5ab5911836ababae136c3a10c","cdf9aa68e72324eeb25c7de974696ee2",5,,,2017-12-23 00:00:00,2017-12-26 14:36:03
"96052551d87e5f62e6c9f6974ec392e9","3d374c9e46530bb5ed4a7648915306a6",5,,,2017-12-19 00:00:00,2017-12-20 10:25:22
"4b49719c8a200003f700d3d986ea1a19","9d6f15f95d01e79bd1349cc208361f09",4,,"Mas um pouco ,travando...pelo valor ta Boa.
",2018-02-16 00:00:00,2018-02-20 10:52:22
"23f75a37effc35d9a915b4e1ad483793","2eaf8e099d871cd5c22b83b5ea8f6e0e",4,,,2018-03-28 00:00:00,2018-03-30 15:10:55
"9a0abbb668bafb95a6d2b05db43284c4","d7bd0e4afdf94846eb73642b4e3e75c3",3,,,2017-04-30 00:00:00,2017-05-03 00:02:22
"3948b09f7c818e2d86c9a546758b2335","e51478e7e277a83743b6f9991dbfa3fb",5,Super recomendo,"Vendedor confiável, produto ok e entrega antes do prazo.",2018-05-23 00:00:00,2018-05-24 03:00:01
"9314d6f9799f5bfba510cc7bcd468c01","0dacf04c5ad59fd5a0cc1faa07c34e39",2,,"GOSTARIA DE SABER O QUE HOUVE, SEMPRE RECEBI E ESSA COMPRA AGORA ME DECPCIONOU",2018-01-18 00:00:00,2018-01-20 21:25:45
"8e15a274d95600fa14f8be64e37a0e67","ff1581e08b3011021e7c7de592ddc81e",5,,,2018-03-24 00:00:00,2018-03-26 15:58:32
"fdbdb2629a7cde0f66657acc92084e7f","70a752414a13d09cc1f2b437b914b28e",3,,,2017-09-29 00:00:00,2017-10-02 01:12:49
"373cbeecea8286a2b66c97b1b157ec46","583174fbe37d3d5f0d6661be3aad1786",1,Não chegou meu produto ,Péssimo,2018-08-15 00:00:00,2018-08-15 04:10:37
"a2ff510ca4e059c3fefc7a7866571f6f","a9953b2f0b1665ac7586cc5a6ac8f58c",4,,,2017-10-06 00:00:00,2017-10-08 22:36:05
"80c70bc263881ba6525f6cee1d94ac87","ae168dfba236919411fe08f336fefa44",5,,,2018-03-17 00:00:00,2018-04-04 19:41:11
"d21bbc789670eab777d27372ab9094cc","4fc44d78867142c627497b60a7e0228a",5,Ótimo,Loja nota 10,2018-07-10 00:00:00,2018-07-11 14:10:25
"7bcb3c758c67f23638262c731493e848","7c9956750739a47dba7a6928ba2f0245",5,,,2017-09-09 00:00:00,2017-10-17 02:25:47
"0e0190b9db53b689b285d3f3916f8441","79832b7cb59ac6f887088ffd686e1d5e",5,,obrigado pela atençao amim dispensada,2017-12-01 00:00:00,2017-12-09 22:58:58
"66e4430c5bc6b7e3773886bf1c14d912","84cec4f65c7a4f2f54c294a30224a594",5,,,2017-06-23 00:00:00,2017-06-27 00:52:02
"bf566b3910c328733baf7fca7d2be041","a59a15e4b6085c752d338431dc68d464",4,,,2017-11-01 00:00:00,2017-11-01 20:25:30
"fe3db7c069d694bab50cc43463f91608","2ca73e2ff9e3a186ad1e1ffb9b1d9c10",5,,"A compra foi realizada facilmente.
A entrega foi efetuada muito antes do prazo dado.
O produto já começou a ser usado e até o presente,
sem problemas.",2018-03-23 00:00:00,2018-04-01 00:27:51
"e07eee7ad7666276bd8b27fbd83fd1ff","68b3cbc68e4cd1fe19bec35f1d3bb7ee",5,,relógio muito bonito e barato.,2018-03-29 00:00:00,2018-04-02 14:19:31
"2c5e27fc178bde7ac173c9c62c31b070","0ce9a24111d850192a933fcaab6fbad3",1,,Não gostei ! Comprei gato por lebre,2017-12-13 00:00:00,2017-12-16 07:14:07
"540e7bbb2d06cfb7f85f3a88ba7ac97f","cf73e2cb1f4a9480ed70c154da3d954a",5,,,2018-01-18 00:00:00,2018-01-18 19:12:30
"6a18a4001ae7fd911b3b9fb13686d105","8ba3f3a9292fbc22a8b7dff752bbcd37",5,,,2017-07-19 00:00:00,2017-07-20 10:38:48
"58044bca115705a48fe0e00a21390c54","68e55ca79d04a79f20d4bfc0146f4b66",1,,"Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.",2018-04-08 00:00:00,2018-04-09 12:22:39
"19a52a2297e5289ab4187d238d335982","677c865b89aa97e7dbeb4bfbb50bbcfd",5,,,2018-08-25 00:00:00,2018-08-26 22:02:59
"c92cdd7dd544a01aa35137f901669cdf","37e7875cdce5a9e5b3a692971f370151",4,Muito bom.,"Recebi exatamente o que esperava. As demais encomendas de outros vendedores atrasaram, mas esta chegou no prazo.",2018-06-07 00:00:00,2018-06-09 18:44:02
"c0f4c8301f8c29d6f53d239e194bb4c2","04db86e3493b3724ac4bd3c9a397e23c",5,,,2017-09-12 00:00:00,2017-09-13 14:33:49
"08c9d79ec0eba1d252e3f52f14b8e6a9","e029f708df3cc108b3264558771605c6",5,Bom,"Recomendo ,",2018-06-13 00:00:00,2018-06-13 22:54:44
"2170c9452c2216457b36003fe2969fbb","af32671d0b8ce510a94d9111d97371d3",5,,muito boa ,2018-03-22 00:00:00,2018-03-30 23:37:25
"b193ff3c9f32a01f3a0d9ae26b94d244","e2e6ee1ed2d7f2f36b05d234983bd7a0",5,Maravilhoso!,"Tô completamente apaixonada, loja super responsável e confiável!",2018-08-10 00:00:00,2018-08-11 00:22:13
"9fd59cd04b42f600df9f25e54082a8d1","3c314f50bc654f3c4e317b055681dff9",1,,Nada de chegar o meu pedido.,2017-04-21 00:00:00,2017-04-23 05:37:03
"ab3056e4fb5a36df4b58c1746e4a6b8f","aad1dcbe4c9fe2e3486e5e04c6649097",2,,,2018-05-13 00:00:00,2018-05-14 16:29:15
"eb26c2bfb5030f57dcef30d3f111eb1e","88096595631e8d26b658306256e3ce34",1,,,2018-02-08 00:00:00,2018-02-10 04:28:43
"caf7d6d68090fedf0f47b27aff4b4eaf","c186ebe3937470a2f562a2dc0bc74dd7",5,,,2017-12-05 00:00:00,2017-12-07 23:34:56
"86c5cfa7fcbde303f704b60a78ced7d6","a6456e781cb962cc3f412b04de4fed7b",5,Entrega perfeita,Muito bom. muito cheiroso.,2018-06-13 00:00:00,2018-06-14 17:29:03
"6f3eb43ec2f5092cf04c8d705864a8ac","f3a9c397a2fa5a2366b4b96bc15737f6",5,,,2018-03-11 00:00:00,2018-03-14 00:38:50
"3dc0777d97733a1d066f5b781e91577f","44a9994228432b835c3a4e720b6a41ab",4,,,2018-03-29 00:00:00,2018-03-31 00:13:07
"e363a3c172db72d6a8b82d0726cd2ddb","1a36784e5c696071dad8a242f26b230f",5,,,2018-01-25 00:00:00,2018-02-18 23:03:20
"890ec1767be8eb104877db6d68eaade5","b3271f5ebce80cbecb67c5b88487a44a",5,,"otimo vendedor chegou ate antes do prazo , adorei o produto",2017-05-13 00:00:00,2017-05-14 02:57:19
"23f570a1b0db9566bee04521a0410c54","82c5edeff15e09a0460d292874766132",5,,,2017-09-22 00:00:00,2017-09-23 13:57:39
"7d9ac3e98adc0c8ad579e6a2257d79f9","dfa48852c93427261c98fb2e01f33bea",5,,Processo de compra tranquilo e eficiente.,2018-04-24 00:00:00,2018-04-25 16:01:03
"c41bd21983e298a240410ebb391bf075","9562b424b05978a493db2a5122ecab1f",5,,Tomara q dure pois é de pelinho.,2017-05-19 00:00:00,2017-05-21 03:04:35
"e233e51d11511bf30e568c76360ace52","548df2c6e5f089574614894bca78acf5",1,,"recebi somente 1 controle Midea Split ESTILO.
Faltou Controle Remoto para Ar Condicionado Consul",2018-01-28 00:00:00,2018-02-04 11:06:15
"1a74d76543e1b419b48daebee364c281","14861b02076ed7da9471988265a0104b",5,,,2018-07-14 00:00:00,2018-07-16 20:09:42
"1edd1a85161468a77e5fcb165be9b294","d8e17cc85323061493b16b68a130bcff",5,Ótimo,,2018-06-02 00:00:00,2018-06-02 23:15:37
"94c4db81ff5c234f53b54a15a8a41583","3fb155b4897652f5cdf1b5efff32a465",5,,,2017-12-15 00:00:00,2017-12-17 14:43:35
"3d94fd645cdaacc8c9f0dc0a2a1f5166","4d483bf690ca21bdc005df9b623673c7",5,,boa,2017-03-21 00:00:00,2017-03-22 00:58:49
"cb6fe4f91f83d9222b7c8e14959055e1","84226f5c73669d7711ca44aa9cac602a",3,,,2018-05-10 00:00:00,2018-05-13 22:51:53
"45a523faa4defdf60118a90301b8a23e","26c4ac9998f72d4fcdca3c6e27089f1b",3,,,2017-10-27 00:00:00,2017-10-27 16:12:52
"6eab2c9b7ea4975a0b0357a4c464b356","55101b36a58251926b6cbfdb540c0461",4,,,2018-05-31 00:00:00,2018-06-04 23:44:16
"500c05500aa275953129f49799ee5c73","8a9424899aac432d80d8e580932b5ee9",5,MT lindo,MT lindo,2018-07-25 00:00:00,2018-07-25 21:37:22
"399133d47ddc5f40df57c1ceba4e4540","603d76b730c972775ccf2a910bf23490",5,,,2018-04-03 00:00:00,2018-04-03 23:39:36
"6a0969d0769d2f3ff6438809a1cc455e","32638fbca8d1a197e649fd5138e12049",5,,"Ocorreu tudo como contratado sendo a entrega realizada antes do prazo 
 Estou satisfeita
",2017-06-02 00:00:00,2017-06-03 13:12:07
"8a64945e89526e68bc16383391590232","71960e6af960919256a958a3633e1040",5,,"Amei achei lindo ,muito delicado adorei",2018-04-18 00:00:00,2018-04-18 22:30:45
"ca7402594d96f3231ee1bbae27da1e29","36782087b0d4f8cd6daa340872006259",5,,,2018-02-20 00:00:00,2018-02-21 01:40:57
"c0dbf9a325d2a2fece43873be47191e1","b324f4270850cbba23533b9a9d3434a9",4,,"Ótima loja para parceria: rápidíssima, produtos bem embalados e de qualidade! Só o custo do frete que foi meio azedo.",2018-04-04 00:00:00,2018-04-06 15:43:39
"9924ac6169f2edc95ca3394e529f9580","a3ba7fa5266d62188949da3d6ccc3884",5,,,2018-02-27 00:00:00,2018-03-02 08:33:35
"e12a8d938f3092e010627d001f91d137","b3dca2e199b13ddabab4ed77d79ee9f6",5,,,2018-06-03 00:00:00,2018-06-06 12:41:24
"109b5ce2dd11bb8460eff3b86da6fefc","25362fbf6aac4b01a28dee1e076acc26",5,Ótimo Produto! ,Recomendo o vendedor... ,2018-08-17 00:00:00,2018-08-17 21:47:08
"6d06808638ec0701bccd70bc8d462c28","97d2f8fe76f2f253b8291e17b5383884",1,,"O produto não chegou no prazo estipulado e causou transtorno, pq programei a viagem de férias do meu filho, baseado no prazo. Moro na Bahia e ele em Cuiabá sozinho. Agora, a casa está vazia. ",2016-12-09 00:00:00,2016-12-19 14:10:43
"750d4311e8ddb6cba549ee86f06f0cca","4b32a4cdfc1b80066a8ee3a4b7a2094f",5,,"Produto entregue como solicitado, e com muita brevidade. Parabéns!
",2017-08-09 00:00:00,2017-08-09 12:03:45
"951a3591f5bcc0b0c558461c9bf49d8e","801524a8fbd37484e8d8c23448f113b5",3,,,2018-07-14 00:00:00,2018-07-14 21:04:31
"77ed4f94b3638d1f0b0a2dd781c11a8c","5f8772295e1adb4e4832c988d6b631b6",5,,,2018-04-10 00:00:00,2018-04-12 10:28:20
"2a3eba09af2fbcd3a20580e62e7b7465","366df9c0b0d5d46f8afc476dc4ca7671",4,,,2018-01-31 00:00:00,2018-02-01 02:09:13
"8b230a1373c6dc4bd867099fda1d7039","071251fe3b3493294536f03737a8a679",3,,Eu comprei duas unidades e só recebi uma e agora o que faço?,2017-11-09 00:00:00,2017-11-10 10:38:37
"4a1c0e7a111f33f2be53506db4887b1a","0feb8ce954124d3e3d8338c573a9c523",5,,,2018-08-28 00:00:00,2018-08-29 02:00:24
"cb2fc3e5711b5ae85e0491ee18af63ed","34e6d418f368f8079ae152bc178bc66a",3,,"Produto bom, porém o que veio para mim não condiz com a foto do anúncio.",2018-01-31 00:00:00,2018-01-31 23:29:21
"60c714ed14cef913944a3147094a4742","9ac05114800f02bfaa783bd76842dbe2",1,,"Produto muito inferior, mal acabado.",2018-07-03 00:00:00,2018-07-05 19:03:52
"b42460e68676135205af8b8c13baf6ae","5b2e79428198e5ce482f9ec1bd1014c3",5,,,2017-07-29 00:00:00,2017-08-01 18:43:09
"505587fad6e7130f579fe9f02017ede4","64ff87188034c4f3dcd52e63db7d045f",4,,,2018-06-14 00:00:00,2018-06-18 22:53:04
"c45811d9f90e22a81155b3a1e4a5c2e8","491f193fc52075598871cfe6f19976d4",5,RECOMENDO SEMPRE!!,O kit mochila patrulha canina é lindo!! Meu netinho vai amar!! Obrigada!!,2018-06-19 00:00:00,2018-06-19 17:44:05
"e29ab4a671400c41322e4855de633c6a","17b296b73ebefd6213299342b09f097f",5,,Maravilha ,2017-08-09 00:00:00,2017-08-11 23:28:46
"c577faa817a66c6f1492728435f53cd0","97e11582eb8cdd7b83e35a4243d81f79",5,,,2018-01-12 00:00:00,2018-01-14 22:44:58
"8c6537ae1519a3c0375e4fd45438344b","a9a75c64cb5e9f7bc92e68ec13f05c45",5,,,2018-04-06 00:00:00,2018-04-07 03:11:49
"34e5d18f3bb64d586812f8f1d8b53097","bf6861804f97bcf7644f603c5bcf7784",4,,,2017-03-31 00:00:00,2017-04-01 23:43:01
"5733e2aeeb52b99d044a2a3644e1305d","5abb6c1ea24afdc6e26076bfaa7539cb",5,,,2018-02-23 00:00:00,2018-02-23 11:06:24
"a34d2c4ace97245460e240e07db0212d","9cd3b6a2b07667e425975a219b4fc382",5,,,2018-05-15 00:00:00,2018-05-20 13:57:26
"9bdb93e1339cdbc9bbfd95c5df00f82b","72b9d86fe4e984d9879013b9ecbb25db",5,,,2018-04-24 00:00:00,2018-04-25 20:28:48
"0bd4dcc4f6c4621baf37f73495cad8c4","a11cd01ac67beef7e8bf09740d8a35c1",3,,Entrega no prazo,2017-03-23 00:00:00,2017-03-23 21:20:16
"888f11883ff85fa5c07e6ae1192d85c4","248907ae8054cb8e93d5aa44857779b4",5,,Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório ,2018-01-04 00:00:00,2018-01-05 23:30:00
"65dfeb60c40e3cbb0a1838285d86f885","a2714ecbf6eeb3bb9cd7dba6dc1c5e82",1,,Pedi reembolso e sem resposta até momento ,2018-03-08 00:00:00,2018-03-08 12:27:34
"50a1eaa2f96d6f3e02d0cd68d92bab75","4a7cf245701068d38d441791b735e4bd",5,***** Recomendo,Super rápido.,2018-05-10 00:00:00,2018-05-11 03:08:49
"1090909faae22e5ab76903e8493063f1","a1341cb83bbf1b47392f4a3685d56bad",1,,,2018-03-07 00:00:00,2018-03-07 15:32:23
"7b2d3a4794961271f9150b21fecfeed0","2964eb001b521cc23017f1c007a6712b",5,,,2018-04-06 00:00:00,2018-04-08 18:42:33
"31b63ea961f9f43c21209d729d1c78e5","46d2d651f006b9b9440d1aa37d89c894",5,,,2018-08-17 00:00:00,2018-08-31 03:13:36
"4d36f8266245b00faebc520e9cd963c0","b1cc044d321053348a5e482ca7e6b2e3",2,,,2018-03-17 00:00:00,2018-03-17 09:29:47
"71bc170a5ad41ee9dee95f82a17860a8","a90b081d0efa436e072d5328ecd904a4",5,,,2017-08-03 00:00:00,2017-08-03 23:40:22
"c5be8de5421e658a45042d6ca6a4ff64","61665389f0cccf5ec8135e3b05efc714",5,,,2017-12-12 00:00:00,2017-12-13 22:58:34
"0c8b57ea62de568f13a0e101d344977e","41bc5a3d34a8e4ef91b2e7d9500694cf",5,,,2017-07-12 00:00:00,2017-07-13 01:02:28
"edfbad2944ea758725486c3bbcd04f49","9d2aa61b374fac5dd063f36fefa602e1",3,,,2018-03-28 00:00:00,2018-03-31 03:25:49
"bbf6c18e7c5a88b6adcb69af3b971207","828a705e0645673b538e803ca75a29b6",5,,,2017-10-31 00:00:00,2017-11-06 18:43:24
"436f71c9cc0c1aab7f51dc0cd0820516","c676e726f8a14a9527b41b9dc50ca1bc",5,,"Satisfeito
",2017-11-22 00:00:00,2017-11-22 14:45:40
